init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1998-jan21,ens1,199802,-0.07615,-0.29222,-0.02395,-0.94071,0.91974,-1.30147,-0.09622,-0.21911,-1.37536,-0.65771
1998-jan26,ens1,199802,-0.32072,-1.26965,1.00118,-0.66912,0.73493,-2.02038,-0.51416,0.02165,0.04374,-1.24848
1998-jan31,ens1,199802,-1.40966,-1.15607,1.79187,-1.40863,0.36989,-0.99642,-0.60039,-0.58534,0.26615,-1.27473
1998-feb10,ens1,199803,-0.84189,-1.84169,0.60028,1.66608,0.58598,-1.47286,-1.72651,0.32370,0.55745,-0.89050
1998-feb15,ens1,199803,-1.14085,-2.06988,0.11019,0.68626,-0.06174,-0.55387,-0.81075,0.00044,0.69207,0.68793
1998-feb20,ens1,199803,-1.45619,-0.75303,0.10988,-2.55208,0.16341,-0.82536,-1.72327,-0.59049,-1.79018,-1.00965
1998-feb25,ens1,199803,-0.80925,-1.06846,1.52050,-0.89639,-1.73161,-0.16559,-1.68387,-1.44237,-0.43008,-1.09061
1999-dec02,ens1,200001,-0.92997,-0.04239,-0.87287,-0.01709,-0.76444,2.34188,0.32571,0.05356,0.89398,-1.29815
1999-dec07,ens1,200001,-0.47099,-0.14669,0.60531,-2.23819,-2.15612,-0.61488,-0.02510,1.16450,2.15585,-1.66178
1999-dec12,ens1,200001,1.00494,0.81518,-0.25971,-1.32618,0.42496,2.54612,-0.17318,-0.46166,0.87959,-1.11790
1999-dec17,ens1,200001,1.36904,0.96611,0.11170,0.67155,1.20280,1.00044,0.70441,-0.58996,-1.17602,-0.25080
1999-dec22,ens1,200001,0.98919,2.29840,0.68151,-1.50125,1.18156,1.49571,0.22725,-0.82396,0.32815,-0.58312
1999-dec27,ens1,200001,1.39733,1.22402,0.44985,-1.29623,-0.69567,0.64947,2.29903,-1.48752,0.44146,0.65170
1999-jan16,ens1,199902,0.93963,2.38525,1.00912,-1.74479,0.63803,-1.38948,0.43083,-0.33986,0.35624,-1.33537
1999-jan21,ens1,199902,-2.84528,0.72309,0.04908,0.68018,-0.14329,-0.28846,-0.84067,0.38082,1.16394,1.10849
1999-jan26,ens1,199902,-0.60632,1.87543,1.94395,-1.76328,0.40599,-1.06223,1.57545,0.13960,-0.34883,-0.03587
1999-jan31,ens1,199902,-0.01361,0.58725,1.31260,-2.07036,0.83634,0.18319,-0.80150,0.44269,-1.23042,-1.18432
1999-feb10,ens1,199903,0.11088,0.49942,0.56497,-0.58776,-0.22670,0.80516,-2.11142,-1.55139,-0.43504,-0.97152
1999-feb15,ens1,199903,0.99944,0.76961,-0.24674,0.87788,-0.44289,0.37669,0.62424,-0.79392,-0.23443,-0.57389
1999-feb20,ens1,199903,1.25550,0.72908,-0.33802,1.18011,-0.12333,0.26319,1.47118,0.65429,-1.39675,-0.96883
1999-feb25,ens1,199903,-0.91477,0.32859,0.47143,1.25539,0.23672,-0.05097,0.79641,-0.94940,-0.53529,0.54209
2000-dec02,ens1,200101,-1.01095,0.36491,-1.66024,0.52406,-0.41257,-2.18726,-0.53797,0.77804,0.42019,-0.10101
2000-dec07,ens1,200101,-0.05359,1.90621,-0.91025,-0.14164,-0.77233,-0.69906,-1.75633,-0.56639,-0.21114,0.16364
2000-dec12,ens1,200101,-0.11739,1.01050,0.07551,0.24174,0.32900,0.61095,0.67304,1.48958,0.55457,0.66290
2000-dec17,ens1,200101,-1.58049,-0.35684,-0.44101,0.28341,-0.34692,-0.61852,-0.19033,1.37127,1.83532,1.61431
2000-dec22,ens1,200101,-1.67751,-1.00529,0.17126,-0.21160,0.17692,-0.94016,0.96474,-0.45296,1.53113,0.00881
2000-dec27,ens1,200101,0.36668,0.05021,-0.04048,-0.32997,-0.84879,-1.06355,0.55646,-2.02329,-0.43432,0.37699
2000-jan16,ens1,200002,0.50237,0.25686,-1.55010,-0.61160,-0.45742,1.02285,-0.08174,0.53215,-0.28317,-0.82997
2000-jan21,ens1,200002,1.19427,-0.14542,-0.45215,-0.47390,0.79363,1.43476,0.32822,1.17811,-0.15665,-0.64005
2000-jan26,ens1,200002,0.87865,-0.03423,-0.01180,-0.96201,0.18983,0.19823,-2.58303,-3.32867,0.99258,-1.62346
2000-jan31,ens1,200002,1.26737,0.96742,0.21564,-0.40997,0.96204,2.47721,0.54348,-1.19818,-0.57407,-1.29538
2000-feb10,ens1,200003,-0.04130,-0.24525,-0.18228,0.57833,-0.09916,-0.39500,1.77129,-0.85942,1.53613,-0.74687
2000-feb15,ens1,200003,0.86044,1.69112,0.28016,1.21138,1.67801,0.91594,0.37114,0.56676,0.48597,-1.06898
2000-feb20,ens1,200003,0.30925,0.09586,0.56699,1.28083,1.34004,1.43115,-1.25299,-0.75922,-0.86903,-0.33882
2000-feb25,ens1,200003,1.53870,-0.46628,0.55242,0.15776,0.40998,0.34180,-1.28075,-1.32912,0.47695,-1.11744
2001-dec02,ens1,200201,-0.09006,-0.45066,1.47871,0.79026,0.63925,1.01515,1.10003,0.16312,0.55275,1.75802
2001-dec07,ens1,200201,-0.67116,-0.86727,1.63902,-0.52001,-1.40733,-1.24457,0.32478,0.57144,0.80688,0.33481
2001-dec12,ens1,200201,0.96851,-0.78101,-1.16395,0.61794,-0.85185,0.81936,0.87464,0.00417,0.10708,0.02446
2001-dec17,ens1,200201,-0.47421,-0.74334,-1.94091,-0.75836,-0.97786,0.41195,-0.18607,-0.85545,-0.34731,-1.23369
2001-dec22,ens1,200201,0.75406,-1.61008,-1.15962,-0.20986,-0.41003,-0.38808,-0.85671,2.66361,0.89033,-0.03702
2001-dec27,ens1,200201,0.15343,-0.74051,0.11607,0.15963,-1.22904,0.04772,0.13060,-0.75390,0.15210,-1.38824
2001-jan16,ens1,200102,0.16634,1.32525,-1.11296,0.75389,1.83825,0.74980,1.47478,1.31139,1.26677,0.63387
2001-jan21,ens1,200102,1.43564,0.88472,0.30675,-1.22331,-0.45737,0.14929,1.83507,-0.10458,0.30993,0.54804
2001-jan26,ens1,200102,1.43359,0.20126,-0.07678,-1.10412,-0.18553,-0.44315,0.40037,0.40723,-0.75582,0.83546
2001-jan31,ens1,200102,-0.06116,0.75417,-1.27941,0.49291,0.75238,-1.58891,-0.16193,-0.18271,-0.08821,2.51355
2001-feb10,ens1,200103,0.01919,-1.23720,0.34048,-0.83304,-0.97438,0.18781,0.71665,-0.88787,-0.06400,-0.17984
2001-feb15,ens1,200103,0.33597,-1.06845,0.05479,0.40177,0.02200,-1.16066,1.27967,1.98050,1.37071,0.99950
2001-feb20,ens1,200103,-0.40730,-0.38923,0.73867,-0.84270,-0.45845,-0.39021,0.38409,1.42069,0.40816,0.42098
2001-feb25,ens1,200103,-1.48733,0.67726,-0.00166,0.08530,-0.10505,-1.40612,0.52364,0.01462,0.83486,1.28280
2002-dec02,ens1,200301,-0.25718,0.17685,0.10705,-0.53760,0.85453,1.50048,-0.64809,0.50106,-0.84295,0.05338
2002-dec07,ens1,200301,0.49051,-1.21785,1.77996,-1.33567,-0.07412,-0.24635,-1.65092,0.33210,0.18639,-1.04327
2002-dec12,ens1,200301,-0.52603,-2.02382,0.98234,-1.16167,-0.35356,0.31611,-1.15415,-0.00382,-0.10779,-0.35702
2002-dec17,ens1,200301,1.59607,-0.65875,-0.29062,-0.31684,-1.28386,-0.41307,-0.50224,0.63056,-0.64010,0.87210
2002-dec22,ens1,200301,-1.41136,-0.28217,-1.11458,0.09932,-1.21555,-0.71866,-1.38917,-0.26625,-0.91349,-1.38588
2002-dec27,ens1,200301,-1.67743,-2.41649,-0.22114,-0.34717,-0.27917,-1.05774,0.09988,0.87467,0.28634,-0.53673
2002-jan16,ens1,200202,0.98682,-1.38629,0.42781,0.03579,-0.51059,0.42795,1.72982,1.56571,-0.01308,0.58452
2002-jan21,ens1,200202,1.21255,-0.31251,-0.78659,0.84880,0.04479,-2.09718,0.83513,0.04462,-1.53394,-0.89512
2002-jan26,ens1,200202,0.80050,-0.39718,-0.15115,-0.77722,-0.49229,1.07441,-0.20573,-0.45538,-2.69539,-1.08965
2002-jan31,ens1,200202,1.05746,-1.09244,-1.05019,-1.62338,-0.20779,1.18777,-0.21269,-2.00714,-1.41937,-0.23257
2002-feb10,ens1,200203,0.78694,-0.77000,-1.01237,-0.10603,-0.93664,-0.17042,1.11011,-0.67583,0.73373,-0.26150
2002-feb15,ens1,200203,-1.03104,-1.44876,1.70112,1.49037,0.18193,-0.42898,0.79978,1.20822,0.31805,0.72167
2002-feb20,ens1,200203,-1.25851,0.46433,-1.52750,1.18525,0.09282,0.25359,-0.26652,1.59153,-0.20421,-0.64086
2002-feb25,ens1,200203,1.97539,0.02789,0.38153,0.79755,0.77650,0.53772,1.74049,0.92873,-0.24124,0.77357
2003-dec02,ens1,200401,-1.38641,-2.08984,0.10033,0.17595,0.65663,-0.14774,-0.16570,1.18388,2.33044,1.63586
2003-dec07,ens1,200401,0.54179,0.44609,1.18699,-1.19265,0.80874,0.45935,1.05824,-2.42726,0.60209,-0.04452
2003-dec12,ens1,200401,-0.51990,-1.29435,0.95092,0.29597,-0.77628,-0.00984,2.03859,-1.32707,0.73765,-0.22760
2003-dec17,ens1,200401,0.45018,-1.34487,0.94376,0.55370,-0.25830,-0.52608,1.06858,1.62822,0.39543,-0.26620
2003-dec22,ens1,200401,-0.21006,-0.69172,-0.75993,-0.00146,-1.96490,0.13491,-0.30510,-0.40072,1.38636,-1.35394
