init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
2002-feb20,ens1,200203,-1.01995,0.43832,0.64773,1.80682,0.30068,0.14824,0.39491,1.42855,-0.25863,0.23662
2002-feb25,ens1,200203,1.32530,0.30579,0.67696,-0.41582,-0.52810,-1.51355,0.27330,0.49458,-0.20878,-1.33003
2003-dec02,ens1,200401,-1.35458,-2.04865,0.96918,-0.29789,-0.48593,-0.10363,-0.57399,0.40762,2.37048,-1.64964
2003-dec07,ens1,200401,0.70665,0.53768,-0.46808,-1.37738,-1.51707,-1.06163,-0.08261,-1.70792,0.52470,1.23585
2003-dec12,ens1,200401,-0.30754,-1.35329,-0.36133,-0.96891,0.07396,-1.99924,0.47020,0.02359,0.69543,1.64904
2003-dec17,ens1,200401,0.65882,-1.55034,0.37840,-0.55916,0.50483,-0.65939,1.51206,1.28936,0.72087,-0.35619
2003-dec22,ens1,200401,-0.01491,-0.87734,0.04762,0.69765,1.72851,0.59704,0.69389,0.18539,0.69353,1.97079
2003-dec27,ens1,200401,-1.25964,-1.18679,0.70091,-0.01248,1.25780,-0.20352,0.11192,0.13705,0.57286,1.30289
2003-jan16,ens1,200302,-0.82402,-1.56236,0.06489,-1.13216,0.36145,0.03181,0.08532,0.16107,0.13091,2.46709
2003-jan21,ens1,200302,-0.15207,-0.74386,-1.04181,0.48575,0.63875,0.48472,0.18155,-0.28318,-0.98402,0.42210
2003-jan26,ens1,200302,0.71502,-0.20032,0.50167,-0.46611,-0.01699,-1.42624,-0.40238,-1.80735,1.00432,0.06320
2003-jan31,ens1,200302,-0.14370,0.02006,0.24894,-1.10205,-0.15751,0.13062,-0.45205,0.36525,0.08231,0.68891
2003-feb10,ens1,200303,1.00424,-0.78946,0.93778,-0.64653,0.40804,0.09894,1.55401,-0.70991,-2.22479,-0.24745
2003-feb15,ens1,200303,1.32691,0.17089,-1.01008,1.00280,-0.70024,0.09927,-1.63012,-0.56788,-1.01375,1.02946
2003-feb20,ens1,200303,-0.45560,0.24195,0.57066,-0.30150,0.17327,-0.72804,-0.33482,-0.36310,0.96916,-1.55926
2003-feb25,ens1,200303,-0.44294,-0.12329,-0.81642,-0.22734,0.02682,-2.19901,-0.96858,-0.45021,1.61246,-1.30727
2004-dec02,ens1,200501,-2.26883,0.07629,0.77252,-0.96543,-0.57623,-0.34649,-0.22992,0.50300,1.09002,0.33862
2004-dec07,ens1,200501,1.68595,-0.57124,0.84934,0.80888,-0.87902,-1.13850,-0.39984,0.78239,-0.76057,0.80005
2004-dec12,ens1,200501,-1.04872,-0.99214,-0.01942,0.73658,2.08781,-1.63896,0.53821,0.99913,-0.56679,-1.22219
2004-dec17,ens1,200501,0.89858,0.67572,-1.74772,0.19802,0.56796,1.60914,-2.32779,1.69886,-1.65411,1.16627
2004-dec22,ens1,200501,0.32573,1.80536,-0.97286,-1.43866,0.13978,1.56354,-1.07010,-1.00643,-0.61187,-0.69312
2004-dec27,ens1,200501,1.06955,0.31587,1.43590,0.91994,-0.12767,1.00815,2.41035,1.02542,-0.45110,-1.37386
2004-jan16,ens1,200402,-1.93478,0.76126,-0.84129,-0.29622,1.30957,1.12241,-0.39415,-0.05113,0.70600,-0.06764
2004-jan21,ens1,200402,-2.09153,-1.37920,1.21171,1.10091,1.33566,0.58084,0.53721,1.14228,1.51796,0.11057
2004-jan26,ens1,200402,-2.03126,0.03754,-0.18206,-0.95431,0.76996,-1.16592,-0.34517,-0.13881,0.13676,-1.62543
2004-jan31,ens1,200402,-1.47182,0.42627,-0.65954,0.96077,-0.48066,0.30399,-1.00802,0.85724,1.33895,-2.46069
2004-feb10,ens1,200403,-1.22759,-0.49288,-1.72234,-0.77558,1.38705,-0.68650,-1.93357,-1.25951,0.57096,0.21676
2004-feb15,ens1,200403,-1.29447,-1.28685,-0.77043,0.05880,0.95678,-0.33581,-0.07983,-0.21748,2.21689,-0.15952
2004-feb20,ens1,200403,-0.95353,-0.88578,0.84603,0.01718,0.67512,0.04020,-2.37800,-0.00096,0.90980,-0.00248
2004-feb25,ens1,200403,-1.74417,1.64551,-1.20762,0.32106,1.06299,0.69956,0.69272,0.02264,0.43509,-1.29600
2005-dec02,ens1,200601,0.86217,0.58877,-0.03860,-0.04867,1.40505,0.11597,1.34334,1.89392,0.77604,-1.28523
2005-dec07,ens1,200601,-0.84890,0.58949,-0.96696,0.65110,1.49276,1.11397,1.01405,0.73207,1.43175,-0.62787
2005-dec12,ens1,200601,-1.93218,-0.82266,1.15426,0.77783,1.77263,-0.07776,1.45207,1.58883,2.48788,-1.38291
2005-dec17,ens1,200601,-0.68803,-1.12290,-0.33931,-1.88592,0.81068,1.03918,-0.87907,-0.82479,1.74797,0.20885
