init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1997-jul20,ens1,199708,0.94039,0.39939,0.00477,-0.61509,0.16960,-0.67251,-0.76425,-0.68355,0.52432,-0.07190
1997-jul25,ens1,199708,-0.23366,0.69782,0.65129,-0.99216,-0.27544,0.03931,-0.49064,-0.34747,0.72423,-0.63382
1997-jul30,ens1,199708,1.47300,1.07989,0.74015,0.77866,-0.31282,0.36183,0.14168,-0.22500,-0.11174,0.59924
1997-aug14,ens1,199709,-0.65932,0.49720,-0.99420,0.58898,-0.10712,0.01731,-0.72263,0.62300,-2.99715,1.16400
1997-aug19,ens1,199709,-0.31608,-1.52150,-0.92271,-0.59684,-1.42730,-1.37579,-1.32038,-1.23332,-1.19104,-0.83491
1997-aug24,ens1,199709,0.46010,1.11221,0.21606,2.16907,-0.39717,-0.53433,-1.21670,1.53067,-2.77462,1.71264
1997-aug29,ens1,199709,-1.65615,-0.06834,0.14155,0.95630,-0.00258,-1.69945,-1.64012,2.09952,-1.90002,-0.66608
1998-jun15,ens1,199807,0.03580,-0.64744,-0.35925,-1.21021,0.47580,0.80775,-0.43536,1.15315,-0.39013,0.09252
1998-jun20,ens1,199807,-1.07882,-0.34202,-0.86032,-0.53366,-0.01308,1.50669,0.37240,0.99697,0.87953,-0.52211
1998-jun25,ens1,199807,0.50312,-0.54091,-0.03238,-0.52053,1.87824,1.31036,1.01439,0.10591,0.26952,-0.76078
1998-jun30,ens1,199807,0.20959,-0.38318,-0.49304,0.50240,0.78204,-0.06376,0.64781,0.53369,-0.01102,-0.15818
1998-jul15,ens1,199808,-1.44245,0.21512,-0.44375,-0.51861,0.19487,0.19103,-0.28223,1.02287,0.10722,-0.77010
1998-jul20,ens1,199808,-0.57656,0.61566,0.01316,1.45384,-0.40007,-0.11789,0.81873,0.53212,0.41657,0.96987
1998-jul25,ens1,199808,-0.46288,0.09352,0.04972,0.39191,-0.18462,0.27297,0.63353,-0.02423,0.22228,-0.97362
1998-jul30,ens1,199808,-0.39586,-1.50935,0.27486,0.15148,0.50690,0.13715,0.40881,-0.27504,0.36407,-1.20927
1998-aug14,ens1,199809,0.97249,-0.03612,0.51497,0.27242,1.07524,1.83346,0.44683,-0.27628,1.09276,-0.37662
1998-aug19,ens1,199809,0.85410,0.87633,0.33423,0.02261,0.21044,1.04438,0.11546,1.50404,-0.03698,0.67938
1998-aug24,ens1,199809,0.22763,-0.93706,-1.13656,-0.85090,-0.17257,-0.62376,-0.53104,1.18726,-1.91352,-0.50205
1998-aug29,ens1,199809,-2.33711,-1.57588,-0.21758,0.58371,-2.20935,-1.58039,-0.12875,1.12904,-0.84974,-0.53079
1999-jun15,ens1,199907,1.23044,-0.33823,-0.76205,-0.67919,-0.87847,0.67062,-1.44726,-1.88596,-0.35434,-0.07964
1999-jun20,ens1,199907,0.69414,-0.03378,-0.64176,0.38379,-0.05784,-0.17894,-0.19457,0.03956,0.43391,-0.34595
1999-jun25,ens1,199907,-0.03335,0.55832,-0.36511,-0.08560,-1.09798,-0.87141,0.57886,0.09013,-0.57286,-0.14183
1999-jun30,ens1,199907,0.76007,0.95519,0.53334,0.83675,-0.86956,-1.49787,0.36837,-1.58860,1.03978,-0.25938
1999-jul15,ens1,199908,-0.53648,-0.06981,-0.38521,-0.60678,-0.38525,0.35077,-1.21635,0.66899,-0.74269,0.24841
1999-jul20,ens1,199908,1.21939,-1.01212,-0.32094,-0.54989,0.18158,-0.54618,-0.49094,-0.49491,-0.98595,-0.23615
1999-jul25,ens1,199908,0.45873,-1.05892,-0.08195,-0.02144,-2.20949,-1.42859,-0.03442,-0.97069,-0.96010,-0.43929
1999-jul30,ens1,199908,0.37114,0.48681,0.22025,-0.34917,-0.98712,-1.29304,-0.50507,-0.92228,-0.28379,1.17723
1999-aug14,ens1,199909,-0.11878,-0.39382,0.07207,-0.06228,-0.68190,1.14774,0.05070,-0.83667,-0.08568,-1.10903
1999-aug19,ens1,199909,-2.82158,-1.80134,-1.88898,-0.06902,-0.35578,-1.24649,-0.68586,1.01625,-0.07644,0.11696
1999-aug24,ens1,199909,0.11263,-0.99089,-0.77343,-1.37213,0.32441,-0.19171,-0.58321,-0.00600,-1.71726,-1.73781
1999-aug29,ens1,199909,-0.89111,-0.37968,-0.79267,-0.27369,-2.03533,-0.25914,-0.16000,0.73582,-1.58414,-1.03828
2000-jun15,ens1,200007,-0.17081,0.77256,0.52478,-1.28178,-0.15155,-1.22133,-0.58075,-2.12734,0.27666,-0.13602
2000-jun20,ens1,200007,-0.30067,-0.29336,0.65778,0.76142,-0.85630,-0.70132,0.22374,-0.94702,1.10082,0.61995
2000-jun25,ens1,200007,-0.87767,0.73392,-0.43870,-0.00550,-0.07528,-0.03516,-0.89497,-0.57830,-0.65313,0.07770
2000-jun30,ens1,200007,-1.25999,1.91665,-0.83938,-0.26950,-1.01718,-0.55049,-0.08528,0.82229,-0.14544,-0.76783
2000-jul15,ens1,200008,1.05847,2.06693,1.06322,0.14616,0.14472,0.85679,-0.26050,-0.70847,-0.31936,-0.20928
2000-jul20,ens1,200008,0.90570,0.74646,0.08402,0.40934,-0.70331,-0.32443,-0.00004,0.19024,-0.73513,2.01618
2000-jul25,ens1,200008,-1.25438,-0.48906,-0.75087,-0.37889,-0.95481,-0.37083,0.32002,-1.01606,0.03933,-0.16634
2000-jul30,ens1,200008,0.27055,1.14867,-0.33304,0.72660,-0.06077,0.39155,1.02891,-0.32855,0.73911,-0.81920
2000-aug14,ens1,200009,-0.71044,0.23004,-0.55609,-0.96145,-1.77270,0.01219,0.07929,-0.40539,0.69045,-0.95337
2000-aug19,ens1,200009,1.29998,1.86694,-0.12106,0.88202,0.07630,0.02650,0.38158,-0.40821,0.02832,1.81764
2000-aug24,ens1,200009,0.66022,0.10716,1.10678,-1.31869,-1.33826,-0.15351,-1.03477,-0.74064,0.73679,-0.26570
2000-aug29,ens1,200009,0.74347,0.76343,-0.13291,0.26021,-1.51682,-0.32574,0.73132,-0.26100,-0.10565,0.97780
2001-jun15,ens1,200107,-0.29297,-0.45300,0.07614,-0.10083,-0.02047,-0.24968,-0.67483,0.04993,-0.36705,-0.17724
2001-jun20,ens1,200107,0.78596,0.66394,0.35380,-0.04168,1.19345,1.18714,0.11697,1.12879,0.25017,0.54641
2001-jun25,ens1,200107,-0.04973,0.13215,-0.02165,0.01020,0.66356,-0.21993,-0.59841,-0.97812,0.15805,0.20939
2001-jun30,ens1,200107,0.71202,1.52612,1.33370,0.91689,0.54583,0.69493,-0.06180,0.32652,-0.12891,2.26104
2001-jul15,ens1,200108,-0.62048,0.41875,-0.42666,-0.01745,-0.59111,0.19856,1.02035,1.13524,0.15901,-0.11440
2001-jul20,ens1,200108,-1.29695,-0.55242,-0.62776,0.54972,0.34756,0.90439,0.20822,0.49499,0.48914,0.93713
2001-jul25,ens1,200108,-0.53742,-0.73695,-0.52889,-1.12665,1.27228,1.30361,0.04257,0.25289,-1.00535,-1.58462
2001-jul30,ens1,200108,-0.31226,0.70485,-0.07521,0.26735,0.78816,0.26918,0.75346,1.04335,0.70506,-0.59265
2001-aug14,ens1,200109,0.45693,0.15509,0.80868,-1.12440,-0.98719,0.02226,0.04356,-0.00621,0.38764,-1.59686
2001-aug19,ens1,200109,-0.50429,-0.06151,-0.17190,1.59123,-0.63090,0.14233,0.12812,0.46917,-0.90320,0.20667
2001-aug24,ens1,200109,-0.03409,-0.58722,-0.39197,-0.85118,-2.04150,0.26994,-0.31075,0.21452,-1.04611,0.88809
2001-aug29,ens1,200109,-0.07337,-0.70279,-1.02458,-2.27347,-0.01151,-0.06366,-0.25344,-0.49879,-0.22066,-1.44163
2002-jun15,ens1,200207,-0.31714,-0.43815,0.18892,0.05118,0.60353,0.92169,-0.11326,-0.87228,0.63316,0.76324
2002-jun20,ens1,200207,0.52513,-0.33049,-0.16495,1.01941,-0.29436,0.01012,-0.16713,-0.31867,-1.10577,1.14080
2002-jun25,ens1,200207,0.13262,1.69619,0.14731,0.19434,0.86053,-0.16802,0.42479,-0.92642,0.49466,0.41617
2002-jun30,ens1,200207,0.15494,2.46079,0.67656,1.46254,0.56153,-0.40749,0.78991,1.36999,0.88050,-0.20203
2002-jul15,ens1,200208,0.14594,0.63123,1.37749,0.43121,-0.79197,-0.31942,0.00749,-0.89895,0.12189,0.70861
2002-jul20,ens1,200208,0.89912,0.29692,0.75023,-0.12113,-0.02437,-0.41384,-0.78269,1.23133,-0.60395,0.33915
2002-jul25,ens1,200208,0.13208,0.34582,0.74848,0.90802,0.27638,-2.34149,-0.44069,-0.05870,-0.21609,1.36641
2002-jul30,ens1,200208,-0.31505,-1.24556,-0.37429,-0.29650,0.36994,-0.64111,-0.33247,0.08404,0.42973,-0.23823
2002-aug14,ens1,200209,-0.58513,-1.19840,-1.44057,-1.42385,-0.02587,-1.03229,-1.45775,1.75654,0.27118,1.50249
2002-aug19,ens1,200209,-0.54389,-0.38244,-0.00015,0.45553,-0.23153,-1.80724,-0.21078,-2.23753,-0.57979,-0.72172
2002-aug24,ens1,200209,0.05817,-0.36210,0.57244,-0.62686,-0.71008,-0.50010,0.26149,-1.58783,0.31925,0.11845
2002-aug29,ens1,200209,0.19654,0.13940,0.36590,0.66457,-0.52787,-1.39450,1.78591,-2.22867,0.21576,-0.19426
2003-jun15,ens1,200307,-0.91527,1.42749,-0.24170,0.75492,-0.89022,-0.05042,1.69666,0.82348,0.01538,0.43911
2003-jun20,ens1,200307,-0.12912,1.14039,0.63914,0.23576,0.41831,0.41690,1.26801,-0.45611,1.37722,-0.59697
2003-jun25,ens1,200307,1.72206,1.07737,0.71678,0.45593,0.34329,0.03434,0.41483,0.81014,-0.72373,0.51453
2003-jun30,ens1,200307,0.14843,0.79849,0.55155,0.58519,0.13051,0.50591,1.08961,-0.64322,0.50472,0.34962
2003-jul15,ens1,200308,-0.20580,0.35768,0.34640,-0.63999,0.37312,0.20183,-0.41803,-0.37597,0.55262,-0.81812
2003-jul20,ens1,200308,-1.14316,0.98398,-0.23613,-0.28848,0.71002,1.97642,1.21146,0.55414,0.19213,-0.88032
2003-jul25,ens1,200308,0.97411,-1.97779,0.42354,-0.04863,1.03351,0.06986,-1.52415,-0.70799,-1.05406,0.51413
2003-jul30,ens1,200308,0.15037,0.24191,1.18598,0.96589,-0.48614,0.08314,0.33065,-0.94032,0.28416,0.90702
2003-aug14,ens1,200309,-0.64750,-0.39227,0.00970,0.76997,1.41566,-0.70666,0.85508,0.17029,0.26068,0.47165
2003-aug19,ens1,200309,0.07224,0.48335,2.04240,0.28280,-0.00165,1.09030,-1.01773,0.32273,-0.85290,0.51110
2003-aug24,ens1,200309,-1.04392,-1.36538,-0.17436,0.90048,0.74010,-0.39400,-1.37378,2.12739,0.86343,0.57742
2003-aug29,ens1,200309,-0.04728,0.18427,-0.57703,0.46835,0.42355,0.77264,-0.23995,0.24191,-1.29582,1.01841
2004-jun15,ens1,200407,0.05846,-0.33318,-0.09294,-1.04489,-0.79045,-0.72992,-0.03012,0.40050,-0.44966,0.34969
2004-jun20,ens1,200407,0.14797,-0.32076,-0.77982,-0.57491,-0.09340,0.28808,-0.62596,-0.37823,0.10471,-0.43409
2004-jun25,ens1,200407,-0.21498,-0.59907,-0.34714,-0.37700,-0.11129,-0.51642,-1.12904,0.01738,-0.03760,-1.25318
2004-jun30,ens1,200407,0.53701,0.19996,-0.24692,-0.14634,-0.72247,0.65495,-0.52221,0.26904,-0.81890,0.61752
2004-jul15,ens1,200408,2.00816,0.29778,0.12928,-0.30598,0.61811,-1.12205,0.34706,-0.68186,-0.86735,0.03262
2004-jul20,ens1,200408,2.15963,1.41455,0.59792,0.82648,-0.75421,-0.26692,0.50361,-0.27169,-0.20631,0.91448
2004-jul25,ens1,200408,-0.35669,0.52077,-0.93345,1.09077,-1.22286,-0.70873,0.35252,0.01241,-0.13906,0.89282
2004-jul30,ens1,200408,-0.32559,-1.21633,-0.66001,-1.18866,-1.27950,-1.30371,-0.72282,0.46993,-0.22025,0.82755
2004-aug14,ens1,200409,0.10132,0.10917,-0.36342,1.34852,-0.71850,-0.66763,0.57488,2.24700,0.56330,1.55136
2004-aug19,ens1,200409,0.40651,1.00474,0.39050,-0.59380,0.81556,1.59847,0.32509,-1.67251,1.82922,-0.47899
2004-aug24,ens1,200409,-0.61579,-0.62786,-0.15202,0.44025,0.94999,0.14225,0.01838,-0.38277,1.29004,-0.81816
2004-aug29,ens1,200409,-0.03686,0.73796,0.12241,-0.68971,-0.60243,-1.28643,-0.35685,-1.00848,-0.12268,-0.08426
